"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
2.030687809E0;-5.554547906E-1;2.011129379E0;9.586383820E0
2.035723144E0;-5.937620401E-1;1.944091797E0;9.615114212E0
2.040758479E0;-5.458779931E-1;2.020706177E0;9.576807022E0
2.045763297E0;-5.458779931E-1;2.030282974E0;9.528923035E0
2.050798631E0;-5.841852427E-1;2.011129379E0;9.528923035E0
2.055833965E0;-5.458779931E-1;1.963245392E0;9.586383820E0
2.060838783E0;-6.224924326E-1;2.001552582E0;9.605537415E0
2.065874118E0;-6.512228847E-1;1.963245392E0;9.701305389E0
2.070909453E0;-6.416460276E-1;1.953668594E0;9.701305389E0
2.075944787E0;-6.512228847E-1;1.934514999E0;9.682151794E0
2.080949605E0;-6.607996821E-1;1.934514999E0;9.548076630E0
2.085984939E0;-5.650315881E-1;1.982398987E0;9.538499832E0
2.091020274E0;-5.841852427E-1;1.982398987E0;9.433155060E0
2.096025092E0;-5.554547906E-1;1.991975784E0;9.452308655E0
2.101060426E0;-5.267243981E-1;2.059013367E0;9.490615845E0
2.106095761E0;-5.267243981E-1;2.011129379E0;9.423578262E0
2.111131096E0;-5.171475410E-1;1.982398987E0;9.548076630E0
2.116135914E0;-5.937620401E-1;1.972822189E0;9.452308655E0
2.121171248E0;-5.841852427E-1;1.944091797E0;9.490615845E0
2.126206582E0;-6.224924326E-1;1.991975784E0;9.576807022E0
2.131211400E0;-6.129156351E-1;2.049436569E0;9.490615845E0
2.136246735E0;-5.650315881E-1;1.953668594E0;9.557653427E0
2.141282070E0;-5.746083856E-1;2.039859772E0;9.500192642E0
2.146286888E0;-6.607996821E-1;2.020706177E0;9.500192642E0
2.151322222E0;-6.416460276E-1;1.982398987E0;9.500192642E0
2.156357557E0;-6.895300746E-1;2.020706177E0;9.557653427E0
2.161362374E0;-7.182605267E-1;1.934514999E0;9.519346237E0
2.166397709E0;-6.512228847E-1;2.001552582E0;9.509769440E0
2.171433044E0;-6.512228847E-1;1.953668594E0;9.557653427E0
2.176468379E0;-6.416460276E-1;1.982398987E0;9.557653427E0
2.181473196E0;-6.607996821E-1;1.924938202E0;9.595960617E0
2.186508531E0;-6.224924326E-1;1.944091797E0;9.538499832E0
2.191543865E0;-6.991068721E-1;1.934514999E0;9.634267807E0
2.196548683E0;-6.320692301E-1;1.857900500E0;9.586383820E0
2.201584017E0;-7.182605267E-1;1.877054095E0;9.509769440E0
2.206619353E0;-6.129156351E-1;1.924938202E0;9.557653427E0
2.211624170E0;-5.841852427E-1;1.877054095E0;9.576807022E0
2.216659505E0;-6.703764796E-1;1.867477298E0;9.672574997E0
2.221694839E0;-6.512228847E-1;1.905784607E0;9.710882187E0
2.226730174E0;-6.512228847E-1;1.963245392E0;9.720458984E0
2.231734992E0;-6.991068721E-1;1.963245392E0;9.768342972E0
2.236770326E0;-6.416460276E-1;1.867477298E0;9.835380554E0
2.241805661E0;-7.086837292E-1;1.857900500E0;9.777919769E0
2.246810478E0;-7.182605267E-1;1.838746905E0;9.797073364E0
2.251845814E0;-6.895300746E-1;1.867477298E0;9.797073364E0
2.256881148E0;-6.033388376E-1;1.848323703E0;9.835380554E0
2.261885966E0;-5.363011956E-1;1.838746905E0;9.777919769E0
2.266921300E0;-5.075707436E-1;1.742978811E0;9.825803757E0
2.271956635E0;-4.788403511E-1;1.800439715E0;9.806650162E0
2.276991970E0;-4.022258818E-1;1.762132406E0;9.816226959E0
2.281996787E0;-3.830722570E-1;1.819593310E0;9.806650162E0
2.287032122E0;-4.405331016E-1;1.867477298E0;9.739612579E0
2.292067457E0;-4.118026793E-1;1.819593310E0;9.653421402E0
2.297072274E0;-4.405331016E-1;1.877054095E0;9.615114212E0
2.302107609E0;-4.596867263E-1;1.953668594E0;9.643844604E0
2.307142943E0;-4.979939461E-1;1.886630893E0;9.634267807E0
2.312147761E0;-4.118026793E-1;1.934514999E0;9.662998199E0
2.317183096E0;-5.075707436E-1;1.991975784E0;9.634267807E0
2.322218431E0;-5.650315881E-1;1.972822189E0;9.653421402E0
2.327253765E0;-4.405331016E-1;1.924938202E0;9.682151794E0
2.332258583E0;-4.979939461E-1;1.972822189E0;9.653421402E0
2.337293917E0;-4.596867263E-1;1.934514999E0;9.749189377E0
2.342329253E0;-5.650315881E-1;1.991975784E0;9.749189377E0
2.347334070E0;-4.979939461E-1;1.896207690E0;9.624691010E0
2.352369405E0;-4.213795066E-1;1.896207690E0;9.643844604E0
2.357404739E0;-4.979939461E-1;1.934514999E0;9.643844604E0
2.362440074E0;-4.405331016E-1;1.924938202E0;9.710882187E0
2.367444892E0;-4.692635238E-1;1.915361404E0;9.730035782E0
2.372480226E0;-4.309563041E-1;1.838746905E0;9.595960617E0
2.377515561E0;-4.118026793E-1;1.829170108E0;9.682151794E0
2.382520378E0;-4.596867263E-1;1.867477298E0;9.586383820E0
2.387555714E0;-4.022258818E-1;1.886630893E0;9.586383820E0
2.392591048E0;-5.075707436E-1;1.886630893E0;9.643844604E0
2.397595866E0;-4.692635238E-1;1.924938202E0;9.672574997E0
2.402631200E0;-4.788403511E-1;1.896207690E0;9.682151794E0
2.407666535E0;-4.788403511E-1;1.944091797E0;9.701305389E0
2.412701870E0;-4.979939461E-1;1.934514999E0;9.672574997E0
2.417706687E0;-4.979939461E-1;1.886630893E0;9.739612579E0
2.422742022E0;-5.458779931E-1;1.944091797E0;9.720458984E0
2.427777356E0;-5.458779931E-1;1.944091797E0;9.730035782E0
2.432782174E0;-5.554547906E-1;1.953668594E0;9.730035782E0
2.437817509E0;-5.554547906E-1;1.896207690E0;9.758766174E0
2.442852843E0;-5.458779931E-1;1.848323703E0;9.730035782E0
2.447857661E0;-5.171475410E-1;1.857900500E0;9.576807022E0
2.452892995E0;-5.171475410E-1;1.905784607E0;9.538499832E0
2.457928331E0;-4.884171486E-1;1.934514999E0;9.509769440E0
2.462963665E0;-5.171475410E-1;1.915361404E0;9.528923035E0
2.467968483E0;-5.363011956E-1;1.905784607E0;9.528923035E0
2.473003817E0;-5.075707436E-1;1.867477298E0;9.481039047E0
2.478039152E0;-5.171475410E-1;1.934514999E0;9.509769440E0
2.483043969E0;-6.033388376E-1;1.944091797E0;9.586383820E0
2.488079304E0;-4.979939461E-1;1.915361404E0;9.567230225E0
2.493114639E0;-5.841852427E-1;1.924938202E0;9.567230225E0
2.498149974E0;-5.650315881E-1;1.877054095E0;9.557653427E0
2.503154791E0;-6.129156351E-1;1.915361404E0;9.615114212E0
2.508190126E0;-5.458779931E-1;1.877054095E0;9.662998199E0
2.513225460E0;-5.458779931E-1;1.924938202E0;9.730035782E0
2.518230278E0;-5.363011956E-1;1.915361404E0;9.701305389E0
2.523265613E0;-5.171475410E-1;1.963245392E0;9.662998199E0
2.528300948E0;-5.363011956E-1;1.924938202E0;9.634267807E0
2.533336282E0;-4.979939461E-1;1.924938202E0;9.662998199E0
2.538341100E0;-5.363011956E-1;1.848323703E0;9.605537415E0
2.543376434E0;-4.979939461E-1;1.934514999E0;9.653421402E0
2.548411770E0;-5.841852427E-1;1.924938202E0;9.662998199E0
2.553416587E0;-5.363011956E-1;1.924938202E0;9.643844604E0
2.558451922E0;-5.554547906E-1;1.915361404E0;9.643844604E0
2.563487256E0;-5.746083856E-1;1.924938202E0;9.672574997E0
2.568492074E0;-4.692635238E-1;1.896207690E0;9.701305389E0
2.573527409E0;-5.267243981E-1;1.896207690E0;9.662998199E0
2.578562743E0;-5.267243981E-1;1.944091797E0;9.595960617E0
2.583598078E0;-5.267243981E-1;1.905784607E0;9.643844604E0
2.588602895E0;-4.884171486E-1;1.915361404E0;9.701305389E0
2.593638231E0;-4.979939461E-1;1.848323703E0;9.682151794E0
2.598673565E0;-4.788403511E-1;1.905784607E0;9.624691010E0
2.603708899E0;-5.554547906E-1;1.886630893E0;9.615114212E0
2.608713717E0;-5.363011956E-1;1.934514999E0;9.653421402E0
2.613749052E0;-4.884171486E-1;1.944091797E0;9.500192642E0
2.618784387E0;-5.171475410E-1;1.838746905E0;9.586383820E0
2.623789204E0;-5.458779931E-1;1.857900500E0;9.576807022E0
2.628824539E0;-5.458779931E-1;1.896207690E0;9.595960617E0
2.633859874E0;-5.458779931E-1;1.915361404E0;9.634267807E0
2.638895208E0;-5.554547906E-1;1.934514999E0;9.624691010E0
2.643900026E0;-4.884171486E-1;1.944091797E0;9.682151794E0
2.648935360E0;-5.458779931E-1;1.905784607E0;9.643844604E0
2.653970696E0;-5.075707436E-1;1.915361404E0;9.643844604E0
2.659006030E0;-4.788403511E-1;1.905784607E0;9.643844604E0
2.664010848E0;-4.501099288E-1;2.001552582E0;9.634267807E0
2.669046182E0;-4.405331016E-1;1.896207690E0;9.682151794E0
2.674081517E0;-5.171475410E-1;1.963245392E0;9.662998199E0
2.679086334E0;-5.075707436E-1;1.877054095E0;9.672574997E0
2.684121669E0;-6.033388376E-1;1.857900500E0;9.672574997E0
2.689157004E0;-5.267243981E-1;1.896207690E0;9.682151794E0
2.694192339E0;-5.554547906E-1;1.867477298E0;9.672574997E0
2.699197156E0;-5.458779931E-1;1.848323703E0;9.653421402E0
2.704232491E0;-4.979939461E-1;1.896207690E0;9.662998199E0
2.709267825E0;-4.979939461E-1;1.877054095E0;9.720458984E0
2.714272643E0;-4.501099288E-1;1.867477298E0;9.777919769E0
2.719307978E0;-4.692635238E-1;1.857900500E0;9.682151794E0
2.724343313E0;-4.979939461E-1;1.963245392E0;9.739612579E0
2.729348131E0;-5.075707436E-1;1.857900500E0;9.730035782E0
2.734383465E0;-4.884171486E-1;1.857900500E0;9.691728592E0
2.739418799E0;-5.363011956E-1;1.857900500E0;9.701305389E0
2.744454135E0;-5.363011956E-1;1.905784607E0;9.682151794E0
2.749458952E0;-4.501099288E-1;1.886630893E0;9.586383820E0
2.754494287E0;-4.979939461E-1;1.991975784E0;9.567230225E0
2.759529621E0;-4.788403511E-1;1.905784607E0;9.576807022E0
2.764534439E0;-4.501099288E-1;1.972822189E0;9.538499832E0
2.769569773E0;-4.405331016E-1;1.963245392E0;9.538499832E0
2.774605108E0;-5.171475410E-1;2.001552582E0;9.500192642E0
2.779609926E0;-4.788403511E-1;1.944091797E0;9.490615845E0
2.784645260E0;-5.267243981E-1;1.924938202E0;9.433155060E0
2.789680595E0;-5.267243981E-1;1.963245392E0;9.375694275E0
2.794715930E0;-5.267243981E-1;1.924938202E0;9.481039047E0
2.799720748E0;-4.596867263E-1;1.963245392E0;9.509769440E0
2.804756082E0;-4.596867263E-1;1.953668594E0;9.586383820E0
2.809791416E0;-5.841852427E-1;1.886630893E0;9.500192642E0
2.814796234E0;-5.458779931E-1;1.934514999E0;9.481039047E0
2.819831569E0;-4.788403511E-1;1.924938202E0;9.452308655E0
2.824866904E0;-4.788403511E-1;1.972822189E0;9.528923035E0
2.829871721E0;-5.267243981E-1;1.934514999E0;9.500192642E0
2.834907056E0;-4.979939461E-1;1.944091797E0;9.548076630E0
2.839942391E0;-4.118026793E-1;1.944091797E0;9.538499832E0
2.844977725E0;-4.692635238E-1;1.944091797E0;9.567230225E0
2.849982543E0;-4.405331016E-1;1.905784607E0;9.567230225E0
2.855017877E0;-4.405331016E-1;2.059013367E0;9.557653427E0
2.860053213E0;-4.309563041E-1;1.924938202E0;9.643844604E0
2.865088547E0;-4.596867263E-1;1.944091797E0;9.749189377E0
2.870093365E0;-4.979939461E-1;1.867477298E0;9.730035782E0
2.875128699E0;-4.309563041E-1;1.953668594E0;9.605537415E0
2.880164034E0;-4.884171486E-1;1.915361404E0;9.634267807E0
2.885168851E0;-4.692635238E-1;1.944091797E0;9.653421402E0
2.890204187E0;-4.501099288E-1;1.953668594E0;9.691728592E0
2.895239521E0;-4.405331016E-1;1.896207690E0;9.672574997E0
2.900244339E0;-5.267243981E-1;1.867477298E0;9.701305389E0
2.905279673E0;-5.075707436E-1;1.877054095E0;9.691728592E0
2.910315008E0;-5.363011956E-1;1.838746905E0;9.691728592E0
2.915350343E0;-5.363011956E-1;1.877054095E0;9.710882187E0
2.920355160E0;-4.979939461E-1;1.838746905E0;9.653421402E0
2.925390495E0;-5.363011956E-1;1.877054095E0;9.758766174E0
2.930425830E0;-5.363011956E-1;1.915361404E0;9.691728592E0
2.935430648E0;-4.884171486E-1;1.867477298E0;9.749189377E0
2.940465982E0;-6.033388376E-1;1.867477298E0;9.806650162E0
2.945501316E0;-6.224924326E-1;1.877054095E0;9.739612579E0
2.950536652E0;-5.746083856E-1;1.819593310E0;9.806650162E0
2.955541469E0;-6.512228847E-1;1.886630893E0;9.758766174E0
2.960576804E0;-6.895300746E-1;1.867477298E0;9.691728592E0
2.965612138E0;-6.129156351E-1;1.877054095E0;9.634267807E0
2.970616956E0;-5.746083856E-1;1.944091797E0;9.634267807E0
2.975652291E0;-6.033388376E-1;1.905784607E0;9.624691010E0
2.980687625E0;-5.650315881E-1;1.877054095E0;9.653421402E0
2.985692443E0;-6.320692301E-1;1.819593310E0;9.615114212E0
2.990727777E0;-6.512228847E-1;1.963245392E0;9.557653427E0
2.995763113E0;-5.937620401E-1;1.867477298E0;9.586383820E0
3.000767929E0;-5.458779931E-1;1.896207690E0;9.576807022E0
3.005803265E0;-5.650315881E-1;1.857900500E0;9.595960617E0
3.010838599E0;-6.033388376E-1;1.953668594E0;9.595960617E0
3.015873934E0;-5.171475410E-1;1.848323703E0;9.624691010E0
3.020878751E0;-5.937620401E-1;1.867477298E0;9.643844604E0
3.025914086E0;-4.788403511E-1;1.953668594E0;9.605537415E0
3.030949421E0;-4.884171486E-1;1.905784607E0;9.615114212E0
3.035954238E0;-5.075707436E-1;1.867477298E0;9.567230225E0
3.040989573E0;-4.405331016E-1;1.924938202E0;9.548076630E0
3.046024908E0;-3.639186621E-1;1.857900500E0;9.490615845E0
3.051060242E0;-4.405331016E-1;1.857900500E0;9.528923035E0
3.056065060E0;-4.213795066E-1;1.915361404E0;9.701305389E0
3.061100394E0;-4.596867263E-1;1.924938202E0;9.605537415E0
3.066135730E0;-3.926490843E-1;1.905784607E0;9.634267807E0
3.071140548E0;-4.596867263E-1;1.924938202E0;9.653421402E0
3.076175882E0;-4.309563041E-1;1.867477298E0;9.653421402E0
3.081211216E0;-5.267243981E-1;1.857900500E0;9.605537415E0
3.086216034E0;-5.363011956E-1;1.867477298E0;9.615114212E0
3.091251369E0;-4.692635238E-1;1.934514999E0;9.576807022E0
3.096286704E0;-5.171475410E-1;1.915361404E0;9.538499832E0
3.101322038E0;-4.979939461E-1;1.905784607E0;9.634267807E0
3.106326856E0;-4.118026793E-1;1.915361404E0;9.595960617E0
3.111362190E0;-4.118026793E-1;1.886630893E0;9.548076630E0
3.116397525E0;-3.256114423E-1;1.848323703E0;9.615114212E0
3.121402343E0;-3.830722570E-1;1.848323703E0;9.624691010E0
3.126437677E0;-3.256114423E-1;1.857900500E0;9.701305389E0
3.131473012E0;-3.830722570E-1;1.867477298E0;9.710882187E0
3.136477829E0;-4.022258818E-1;1.886630893E0;9.739612579E0
3.141513165E0;-3.351882398E-1;1.819593310E0;9.682151794E0
3.146548499E0;-4.213795066E-1;1.762132406E0;9.768342972E0
3.151583833E0;-5.171475410E-1;1.790862918E0;9.710882187E0
3.156588651E0;-5.171475410E-1;1.810016513E0;9.739612579E0
3.161623986E0;-5.171475410E-1;1.838746905E0;9.662998199E0
3.166659321E0;-4.884171486E-1;1.790862918E0;9.672574997E0
3.171664138E0;-5.363011956E-1;1.819593310E0;9.576807022E0
3.176699473E0;-4.884171486E-1;1.877054095E0;9.538499832E0
3.181734808E0;-4.501099288E-1;1.838746905E0;9.586383820E0
3.186739625E0;-6.320692301E-1;1.877054095E0;9.605537415E0
3.191774960E0;-5.171475410E-1;1.848323703E0;9.509769440E0
3.196810294E0;-4.979939461E-1;1.934514999E0;9.509769440E0
3.201845630E0;-5.363011956E-1;1.905784607E0;9.538499832E0
3.206850446E0;-5.554547906E-1;1.982398987E0;9.595960617E0
3.211885782E0;-5.554547906E-1;1.924938202E0;9.519346237E0
3.216921116E0;-5.746083856E-1;1.848323703E0;9.605537415E0
3.221925934E0;-5.458779931E-1;1.790862918E0;9.624691010E0
3.226961268E0;-4.979939461E-1;1.896207690E0;9.624691010E0
3.231996603E0;-5.075707436E-1;1.905784607E0;9.682151794E0
3.237001421E0;-4.692635238E-1;1.867477298E0;9.701305389E0
3.242036756E0;-4.596867263E-1;1.848323703E0;9.672574997E0
3.247072090E0;-4.884171486E-1;1.810016513E0;9.615114212E0
3.252107425E0;-4.884171486E-1;1.905784607E0;9.634267807E0
3.257112243E0;-4.884171486E-1;1.810016513E0;9.605537415E0
3.262147577E0;-4.884171486E-1;1.848323703E0;9.643844604E0
3.267182912E0;-4.979939461E-1;1.790862918E0;9.615114212E0
3.272187729E0;-4.979939461E-1;1.810016513E0;9.548076630E0
3.277223065E0;-4.501099288E-1;1.781286120E0;9.682151794E0
3.282258399E0;-5.746083856E-1;1.829170108E0;9.749189377E0
3.287293733E0;-5.075707436E-1;1.829170108E0;9.595960617E0
3.292298551E0;-4.788403511E-1;1.848323703E0;9.576807022E0
3.297333886E0;-4.979939461E-1;1.829170108E0;9.538499832E0
3.302369221E0;-4.884171486E-1;1.819593310E0;9.595960617E0
3.307374038E0;-4.501099288E-1;1.857900500E0;9.624691010E0
3.312409373E0;-4.692635238E-1;1.752555609E0;9.643844604E0
3.317444708E0;-4.501099288E-1;1.857900500E0;9.576807022E0
3.322449525E0;-4.213795066E-1;1.790862918E0;9.595960617E0
3.327484860E0;-4.118026793E-1;1.781286120E0;9.586383820E0
3.332520194E0;-4.022258818E-1;1.819593310E0;9.538499832E0
3.337555530E0;-4.884171486E-1;1.790862918E0;9.634267807E0
3.342560346E0;-4.501099288E-1;1.771709204E0;9.605537415E0
3.347595682E0;-4.692635238E-1;1.704671621E0;9.643844604E0
3.352631016E0;-5.363011956E-1;1.790862918E0;9.509769440E0
3.357635834E0;-4.501099288E-1;1.771709204E0;9.519346237E0
3.362671168E0;-4.501099288E-1;1.896207690E0;9.538499832E0
3.367706503E0;-5.075707436E-1;1.800439715E0;9.643844604E0
3.372711321E0;-4.596867263E-1;1.781286120E0;9.557653427E0
3.377746655E0;-4.596867263E-1;1.867477298E0;9.643844604E0
3.382781990E0;-4.309563041E-1;1.800439715E0;9.595960617E0
3.387817325E0;-3.830722570E-1;1.819593310E0;9.576807022E0
3.392822143E0;-4.118026793E-1;1.790862918E0;9.567230225E0
3.397857477E0;-4.309563041E-1;1.771709204E0;9.576807022E0
3.402892811E0;-4.022258818E-1;1.752555609E0;9.720458984E0
3.407928147E0;-4.501099288E-1;1.742978811E0;9.662998199E0
3.412932964E0;-4.692635238E-1;1.810016513E0;9.643844604E0
3.417968299E0;-4.501099288E-1;1.810016513E0;9.557653427E0
3.423003633E0;-4.692635238E-1;1.810016513E0;9.567230225E0
3.428008451E0;-4.309563041E-1;1.838746905E0;9.557653427E0
3.433043786E0;-3.543418646E-1;1.800439715E0;9.653421402E0
3.438079121E0;-4.309563041E-1;1.848323703E0;9.624691010E0
3.443114455E0;-3.830722570E-1;1.762132406E0;9.682151794E0
3.448119273E0;-4.596867263E-1;1.771709204E0;9.835380554E0
3.453154607E0;-4.788403511E-1;1.733402014E0;9.787496567E0
3.458189942E0;-4.884171486E-1;1.752555609E0;9.739612579E0
3.463194760E0;-5.267243981E-1;1.685518026E0;9.787496567E0
3.468230094E0;-5.075707436E-1;1.742978811E0;9.710882187E0
3.473265429E0;-4.213795066E-1;1.762132406E0;9.672574997E0
3.478270246E0;-4.022258818E-1;1.656787634E0;9.701305389E0
3.483305582E0;-3.639186621E-1;1.733402014E0;9.768342972E0
3.488340916E0;-3.926490843E-1;1.733402014E0;9.710882187E0
3.493376250E0;-3.543418646E-1;1.647210717E0;9.768342972E0
3.498381068E0;-4.309563041E-1;1.714248419E0;9.777919769E0
3.503416403E0;-3.447650373E-1;1.647210717E0;9.710882187E0
3.508451738E0;-4.022258818E-1;1.666364431E0;9.730035782E0
3.513487072E0;-4.118026793E-1;1.656787634E0;9.816226959E0
3.518491890E0;-4.596867263E-1;1.714248419E0;9.662998199E0
3.523527225E0;-4.309563041E-1;1.704671621E0;9.739612579E0
3.528562559E0;-4.596867263E-1;1.771709204E0;9.787496567E0
3.533567377E0;-4.788403511E-1;1.742978811E0;9.739612579E0
3.538602711E0;-4.596867263E-1;1.781286120E0;9.730035782E0
3.543638047E0;-5.554547906E-1;1.742978811E0;9.672574997E0
3.548673381E0;-5.746083856E-1;1.771709204E0;9.720458984E0
3.553678199E0;-5.746083856E-1;1.771709204E0;9.768342972E0
3.558713533E0;-5.937620401E-1;1.733402014E0;9.672574997E0
3.563748868E0;-5.458779931E-1;1.781286120E0;9.691728592E0
3.568784203E0;-5.171475410E-1;1.819593310E0;9.624691010E0
3.573789020E0;-5.554547906E-1;1.752555609E0;9.643844604E0
3.578824355E0;-4.979939461E-1;1.781286120E0;9.538499832E0
3.583859690E0;-4.309563041E-1;1.800439715E0;9.643844604E0
3.588895024E0;-4.596867263E-1;1.742978811E0;9.691728592E0
3.593899842E0;-4.405331016E-1;1.733402014E0;9.643844604E0
3.598935176E0;-4.501099288E-1;1.723825216E0;9.643844604E0
3.603970512E0;-4.501099288E-1;1.771709204E0;9.624691010E0
3.608975328E0;-4.022258818E-1;1.838746905E0;9.653421402E0
3.614010664E0;-4.596867263E-1;1.800439715E0;9.576807022E0
3.619045998E0;-3.734954596E-1;1.857900500E0;9.634267807E0
3.624081333E0;-4.118026793E-1;1.771709204E0;9.672574997E0
3.629086150E0;-4.788403511E-1;1.790862918E0;9.710882187E0
3.634121485E0;-5.171475410E-1;1.762132406E0;9.730035782E0
3.639156820E0;-4.309563041E-1;1.637633920E0;9.653421402E0
3.644192155E0;-4.118026793E-1;1.704671621E0;9.653421402E0
3.649196972E0;-4.213795066E-1;1.704671621E0;9.653421402E0
3.654232307E0;-3.830722570E-1;1.704671621E0;9.662998199E0
3.659267642E0;-3.447650373E-1;1.723825216E0;9.682151794E0
3.664302977E0;-3.447650373E-1;1.685518026E0;9.749189377E0
3.669307794E0;-3.256114423E-1;1.695094824E0;9.691728592E0
3.674343129E0;-2.968810201E-1;1.666364431E0;9.739612579E0
3.679378463E0;-3.064578176E-1;1.695094824E0;9.816226959E0
3.684383281E0;-2.873041928E-1;1.666364431E0;9.749189377E0
3.689418615E0;-1.915361285E-1;1.647210717E0;9.768342972E0
3.694453951E0;-2.777273953E-1;1.608903527E0;9.787496567E0
3.699458768E0;-3.447650373E-1;1.628057122E0;9.710882187E0
3.704494103E0;-3.447650373E-1;1.666364431E0;9.797073364E0
3.709529437E0;-3.351882398E-1;1.704671621E0;9.768342972E0
3.714534255E0;-3.734954596E-1;1.723825216E0;9.758766174E0
3.719569590E0;-4.022258818E-1;1.647210717E0;9.777919769E0
3.724604924E0;-3.447650373E-1;1.637633920E0;9.768342972E0
3.729640259E0;-3.064578176E-1;1.752555609E0;9.844957352E0
3.734645076E0;-3.064578176E-1;1.733402014E0;9.787496567E0
3.739680412E0;-2.777273953E-1;1.656787634E0;9.825803757E0
3.744715746E0;-3.830722570E-1;1.771709204E0;9.749189377E0
3.749720564E0;-3.160346150E-1;1.704671621E0;9.787496567E0
3.754755898E0;-3.926490843E-1;1.628057122E0;9.777919769E0
3.759791232E0;-4.118026793E-1;1.618480325E0;9.768342972E0
3.764826568E0;-4.118026793E-1;1.656787634E0;9.710882187E0
3.769831385E0;-3.734954596E-1;1.647210717E0;9.672574997E0
3.774866720E0;-3.830722570E-1;1.589749932E0;9.634267807E0
3.779902054E0;-4.979939461E-1;1.656787634E0;9.682151794E0
3.784906872E0;-3.447650373E-1;1.656787634E0;9.682151794E0
3.789942207E0;-3.639186621E-1;1.599326730E0;9.672574997E0
3.794977541E0;-3.926490843E-1;1.723825216E0;9.787496567E0
3.799982359E0;-3.351882398E-1;1.762132406E0;9.768342972E0
3.805017693E0;-3.926490843E-1;1.695094824E0;9.691728592E0
3.810053029E0;-3.734954596E-1;1.704671621E0;9.662998199E0
3.815088363E0;-4.213795066E-1;1.733402014E0;9.595960617E0
3.820093181E0;-4.118026793E-1;1.733402014E0;9.643844604E0
3.825128515E0;-4.501099288E-1;1.733402014E0;9.615114212E0
3.830163850E0;-4.118026793E-1;1.829170108E0;9.643844604E0
3.835168667E0;-4.213795066E-1;1.781286120E0;9.730035782E0
3.840204003E0;-4.596867263E-1;1.762132406E0;9.595960617E0
3.845239337E0;-4.309563041E-1;1.742978811E0;9.643844604E0
3.850244155E0;-3.351882398E-1;1.733402014E0;9.557653427E0
3.855279489E0;-5.075707436E-1;1.666364431E0;9.548076630E0
3.860314824E0;-4.213795066E-1;1.675941229E0;9.586383820E0
3.865350159E0;-4.692635238E-1;1.637633920E0;9.615114212E0
3.870354976E0;-4.405331016E-1;1.685518026E0;9.548076630E0
3.875390311E0;-4.692635238E-1;1.685518026E0;9.605537415E0
3.880425646E0;-4.118026793E-1;1.685518026E0;9.643844604E0
3.885430464E0;-4.405331016E-1;1.656787634E0;9.634267807E0
3.890465798E0;-4.596867263E-1;1.695094824E0;9.691728592E0
